"name";"url";"prc";"oldprc";"stk";"num";"var";"act";"hit";"brd";"cat";"relp";"vimg";"cur";"imgs";"shdesc";"desc";"mett";"metd";"metk";"diagekr";"akamulatorl";"razekr";"PitanieLiIon";"cveta";"ves";"multysimcard";"corpstype";"operazionajsistema";"gps";"kamera";"podderzhkakartpamjati";"zastotaprozesora";"podderzkakartpamjati";"operativnayapamyat";"kolichestvoprocessorov";"besprovodnayacvyaz";"korpys"
"Смартфон Samsung GT-S6810 Galaxy Fame Metallic Blue";"smartfon-samsung-gt-s6810-galaxy-fame-metallic-blue";"215";"";"1";"20199";"Смартфон Samsung GT-S6810 Galaxy Fame Metallic Blue";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Смартфоны";"";"12039_main_origin.jpg";"2";"12039_0.jpg|12039_1.jpg|12039_2.jpg";"<ul><li> OS Android 4.1 (Jelly Bean); CPU 1.0 Ghz, ROM 4 GB, RAM 512 MB, microSD до 32 GB</li><li> Дисплей 3.5, HVGA (320x480), TFT</li><li> Камера 5 MPx + AF, VGA, Bluetooth, Wi-Fi, A-GPS</li><li> Аккумулятор 1300 mAh; габариты 113.2 x 61.6 x 11.55 мм</li></ul>";"<p>В новом стильном и компактном смартфоне Samsung GALAXY Fame есть все, что необходимо для самой активной мобильной жизни!<br>Новейшая операционная система Jelly Bean OS в сочетании с мощным процессором обеспечат вам полный набор функций, присущих семейству смартфонов Samsung GALAXY. Помимо этого, этот смартфон оснащен массой самых инновационных функций для развлечений, а также доступ на портал Samsung Hub и к облачному сервису Cloud.</p><p><strong>Потрясающе быстрая реакция и высокая функциональность</strong></p><p>Обладая быстродействием и удобством ноутбука, смартфон Samsung’s GALAXY FAME позволит вам все делать легко и быстро. Созданный с использованием самых новейших технологических достижений, смартфон Samsung GALAXY FAME обладает рабочими характеристиками и функциональностью, о которых можно только мечтать.</p><p><strong>Жестовый интерфейс Motion UI</strong></p><p>Жестовый пользовательский интерфейс Motion UI использует простые и интуитивно-понятные жесты для выполнения повседневных задач</p><p><strong>Поддержка сервиса ChatON</strong></p><p>Подключитесь ко всем мобильным телефонам своих друзей с помощью одного мессенджера, поделитесь с ними видеоклипами, фотоснимками, отправьте им голосовые сообщения.</p><p><strong>Функция Change Display</strong></p><p>Функция Change Display поддерживает возможность передать на другие устройства видео, фотоснимки и музыкальные треки через Wi-Fi.</p><p><strong>Облачное хранилице Cloud</strong></p><p>Синхронизируйте все свои фотоснимки, документы, контакты и многое другое со всеми своими устройствами, сохранив весь контент на облачном сервисе, доступном в любой точке мира через всемирную паутину.</p>";"";"";"";"3";"от 1000 до 1500 mAh";"";"";"";"";"1";"";"Android 4.1";"";"5 Mpx";"";"от 1 до 1.5 GHz";"";"";"";"";""
"Смартфон Samsung GT-S6810 Galaxy Fame Pure White";"smartfon-samsung-gt-s6810-galaxy-fame-pure-white";"215";"";"1";"20200";"Смартфон Samsung GT-S6810 Galaxy Fame Pure White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Смартфоны";"";"12040_main_origin.jpg";"2";"12040_0.jpg|12040_1.jpg";"<ul><li> OS Android 4.1 (Jelly Bean); CPU 1.0 Ghz, ROM 4 GB, RAM 512 MB, microSD до 32 GB</li><li> Дисплей 3.5, HVGA (320x480), TFT</li><li> Камера 5 MPx + AF, VGA, Bluetooth, Wi-Fi, A-GPS</li><li> Аккумулятор 1300 mAh; габариты 113.2 x 61.6 x 11.55 мм</li></ul>";"<p>В новом стильном и компактном смартфоне Samsung GALAXY Fame есть все, что необходимо для самой активной мобильной жизни!<br>Новейшая операционная система Jelly Bean OS в сочетании с мощным процессором обеспечат вам полный набор функций, присущих семейству смартфонов Samsung GALAXY. Помимо этого, этот смартфон оснащен массой самых инновационных функций для развлечений, а также доступ на портал Samsung Hub и к облачному сервису Cloud.</p><p><strong>Потрясающе быстрая реакция и высокая функциональность</strong></p><p>Обладая быстродействием и удобством ноутбука, смартфон Samsung’s GALAXY FAME позволит вам все делать легко и быстро. Созданный с использованием самых новейших технологических достижений, смартфон Samsung GALAXY FAME обладает рабочими характеристиками и функциональностью, о которых можно только мечтать.</p><p><strong>Жестовый интерфейс Motion UI</strong></p><p>Жестовый пользовательский интерфейс Motion UI использует простые и интуитивно-понятные жесты для выполнения повседневных задач</p><p><strong>Поддержка сервиса ChatON</strong></p><p>Подключитесь ко всем мобильным телефонам своих друзей с помощью одного мессенджера, поделитесь с ними видеоклипами, фотоснимками, отправьте им голосовые сообщения.</p><p><strong>Функция Change Display</strong></p><p>Функция Change Display поддерживает возможность передать на другие устройства видео, фотоснимки и музыкальные треки через Wi-Fi.</p><p><strong>Облачное хранилице Cloud</strong></p><p>Синхронизируйте все свои фотоснимки, документы, контакты и многое другое со всеми своими устройствами, сохранив весь контент на облачном сервисе, доступном в любой точке мира через всемирную паутину.</p>";"";"";"";"3";"от 1000 до 1500 mAh";"";"";"";"";"1";"";"Android 4.1";"";"5 Mpx";"";"от 1 до 1.5 GHz";"";"";"";"";""
"Смартфон Samsung GT-S7500 ABA Galaxy Ace Plus Dark Blue";"smartfon-samsung-gt-s7500-aba-galaxy-ace-plus-dark-blue";"212";"";"1";"20201";"Смартфон Samsung GT-S7500 ABA Galaxy Ace Plus Dark Blue";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Смартфоны";"";"12041_main_origin.jpg";"2";"";"<ul><li> OS Android 2.3.6; CPU 1.0 Ghz, ROM 3 GB, RAM 512 MB, microSD</li><li> Дисплей 3.65, (320х480), TFT</li><li> Камера 5 MPx, 3G, GPRS, Bluetooth, EDGE, Wi-Fi, USB</li><li> Аккумулятор 1300 mAh; габариты 114.7 x 62.5 x 11.3 мм</li></ul>";"<p><strong>Ключевые характеристики:</strong></p><ul>    <li>Операционная система: Android 2.3.6 (Gingerbread)</li>    <li>Стандарты: GSM: 850/900/1800/1900, UMTS: 900/2100</li>    <li>Основной дисплей: TFT, 3.65, сенсорный, 320 x 480 пикселей, 262 тыс. цветов</li>    <li>Встроенная 4 GB</li>    <li>Слот расширения для карт памяти microSDHC</li>    <li>Передача данных: 3G, GPRS, Bluetooth, EDGE, Wi-Fi, USB</li>    <li>Фотокамера: 5.0 мегапикселей</li></ul><p><em>Комплектация:</em> смартфон, аккумулятор, З/У, кабель подключения к ПЭВМ типа PC, руководство пользователя.</p>";"";"";"";"3,7";"от 1000 до 1500 mAh";"";"";"";"";"1";"";"Android 2.3";"";"5 Mpx";"";"от 1 до 1.5 GHz";"";"";"";"";""
"Смартфон Samsung GT-S7500 CWA Galaxy Ace Plus Chic White";"smartfon-samsung-gt-s7500-cwa-galaxy-ace-plus-chic-white";"285";"";"1";"20202";"Смартфон Samsung GT-S7500 CWA Galaxy Ace Plus Chic White";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Смартфоны";"";"12042_main_origin.jpg";"2";"12042_0.jpg|12042_1.jpg";"<ul><li> OS Android 2.3.6; CPU 1.0 Ghz, ROM 3 GB, RAM 512 MB, microSD</li><li> Дисплей 3.65, (320х480), TFT</li><li> Камера 5 MPx, 3G, GPRS, Bluetooth, EDGE, Wi-Fi, USB</li><li> Аккумулятор 1300 mAh; габариты 114.7 x 62.5 x 11.3 мм</li></ul>";"<p><strong>Ключевые характеристики:</strong></p><ul>    <li>Операционная система: Android 2.3.6 (Gingerbread)</li>    <li>Стандарты: GSM: 850/900/1800/1900, UMTS: 900/2100</li>    <li>Основной дисплей: TFT, 3.65, сенсорный, 320 x 480 пикселей, 262 тыс. цветов</li>    <li>Встроенная 4 GB</li>    <li>Слот расширения для карт памяти microSDHC</li>    <li>Передача данных: 3G, GPRS, Bluetooth, EDGE, Wi-Fi, USB</li>    <li>Фотокамера: 5.0 мегапикселей</li></ul><p><em>Комплектация:</em> смартфон, аккумулятор, З/У, кабель подключения к ПЭВМ типа PC, руководство пользователя.</p>";"";"";"";"3,7";"от 1000 до 1500 mAh";"";"";"";"";"1";"";"Android 2.3";"";"5 Mpx";"";"от 1 до 1.5 GHz";"";"";"";"";""
"Смартфон Samsung GT-S7530 Omnia M EAA Deep Grey";"smartfon-samsung-gt-s7530-omnia-m-eaa-deep-grey";"100";"";"0";"20203";"Смартфон Samsung GT-S7530 Omnia M EAA Deep Grey";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Смартфоны";"";"12043_main_origin.jpg";"2";"12043_0.jpg|12043_1.jpg";"<ul><li> OS Windows Phone 7.5 Tango; CPU 1.0 Ghz, ROM 4 GB, RAM 384 MB</li><li> Дисплей 4, WVGA (800x480), Super AMOLED, G-сенсор</li><li> Камера 5 MPx + AF, VGA для видеозвонка, Bluetooth  2.1, A-GPS, WiFi 802.11 b/g/n</li><li> Аккумулятор 1500 mAh; габариты 121.6 x 64.1 x 10.5 мм</li></ul>";"<p><strong>Яркость. Люди. Общение</strong></p><p>Удивительно яркий и огромный 4 Super AMOLED дисплей. Исключительно яркие и чистые цвета изображения. Благодаря отсутствию бликов вы можете легко видеть текст даже на ярком солнце. Низкое энергопотребление позволяет на 20% увеличить время работы телефона от батареи.</p><p><strong>Простота общения и обмена информацией</strong></p><p>Это самое важное требование современной жизни реализован в телефонах Samsung, поддерживающих социальные сети и основные сервисы коммуникации Приложение Family Story позволяет обмениваться в близкими фотоснимками, описаниями знаменательных событий через облачное хранилище, благодаря чему доступ к этой информации можно получить с любого устройства в любое время. Функция ChatON - это универсальное средство общения позволяет обмениваться сообщениями, осуществлять групповой чат и обмен контентом. (Приложение Family story можно загрузить на телефон)</p><p><strong>Тонкий изысканный дизайн</strong></p><p>Строгий дизайн отличается совершенными пропорциями, телефон удобно лежит в руке и очень компактный. Лицевая панель оснащена большим 4” экраном, а комфортная задняя панель позволяет надежно удерживать телефон в руке. Тонкий, простой и изысканный телефон – это все, о чем можно</p>";"";"";"";"4";"от 1500 до 2000 mAh";"";"";"";"";"1";"";"Windows Phone 7.5";"";"5 Mpx";"";"от 1 до 1.5 GHz";"";"";"";"";""
"Смартфон Samsung GT-S7562 Galaxy S Duos ZKA Black";"smartfon-samsung-gt-s7562-galaxy-s-duos-zka-black";"285";"0";"1";"20205";"Смартфон Samsung GT-S7562 Galaxy S Duos ZKA Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Смартфоны";"";"12045_main_origin.jpg";"2";"12045_0.jpg|12045_1.jpg|12045_2.jpg";"<ul>
<li>OS Android 4; CPU 1 Ghz, ROM 4 GB, microSD до 32 GB</li>
<li>Дисплей 4, WVGA (800x480),TFT</li>
<li>Камера 5 MPx + AF, Bluetooth, WI-FI, GPS</li>
<li>Аккумулятор 1500 mAh; габариты 121.5 x 63.1 x 10.5 мм</li>
</ul>";"<p><strong>Сервис Dual SIM Always On<br /></strong>Благодаря поддержке двух SIM-карт с сервисом Dual SIM Always On* вы не пропустите ни одного звонка. Путешествуете по разным странам? Пользуетесь Интернетом? Уже общаетесь с другим собеседником по одной из SIM-карт? Никаких проблем! Функция поддержки двух SIM-карт обеспечивает свободу выбора, позволяя выбирать различных сотовых операторов с различными зонами покрытия и разными тарифными планами или просто отделять вызовы по работе от личных звонков. Вы не пропустите ни одного вызова во время подключения к Интернету и даже при разговоре по другой SIM-карте.<br /><br /><strong>Большой 4 дисплей - это незабываемые впечатления от развлечений<br /></strong>Теперь, при попытке прочитать текст вам не надо будет прищуриваться! При просмотре фотографий и видео от вас теперь не ускользнет ни одна деталь! Большой 4 дисплей обеспечивает комфортный просмотр веб-страниц, длинных электронных писем, фотографий и видео. И все это отличается кристально-чистым изображением.<br /><br /><strong>Оптимизированная платформа Android 4.0<br /></strong>Смартфон оснащен современной платформой Android 4.0 Ice Cream Sadwich. Множество функций телефона, улучшенная графика, более организованные компоновки, делают выполнение каждой задачи более приятной и yдобной.<br /><br /><strong>Быстрый и мощный<br /></strong>Процессор с тактовой частотой 1 ГГц легко и быстро справляется с самыми сложными операциями. Вы можете быстро переключаться между приложениями в режиме многозадачности! С этим смартфоном вам не придется больше ждать!<br /><br /><strong>Chat On на большом и ярком дисплее с диагональю 4 дюйма<br /></strong>Сервис ChatON позволяет вам легко общаться с друзьями и это больше, чем просто обмен сообщениями. Этот сервис поддерживает обмен мультимедийными файлами или групповой чат со всеми друзьями, и позволяет даже создавать анимированные сообщения!</p>";"";"";"";"";"от 1500 до 2000 mAh";"";"";"";"";"2";"";"Android 4.0";"";"5 Mpx";"";"от 1 до 1.5 GHz";"";"";"";"";""
"Гарнитура Nokia BH-108 ";"garnitura-nokia-bh-108";"155";"0";"1";"20015";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"1024_main_origin.jpg";"1";"";"Bluetooth-гарнитура Nokia BH-108 позволит управлять вызовами в режиме ""свободные руки"", и оставаться на связи, на протяжении всего дня.  ";"Маленькая беспроводная гарнитура с аккуратным, и современным дизайном, удобно и надежно подойдет к вашему уху. Держите контроль над всеми звонками, занимаясь при этом, ежедневными делами, благодаря многофункциональной клавише. Сделайте ваше ежедневное общение еще проще, освободите свои руки.  <div><table><tbody><tr><td>Тип гарнитуры</td><td>Bluetooth</td></tr><tr><td>Спецификация Bluetooth</td><td>2</td></tr><tr><td>Максимальная дальность связи</td><td>10 м</td></tr><tr><td>Время работы от батареи: разговор/ожидание (ч)</td><td>5/120 ч</td></tr><tr><td>Размер, мм</td><td>(ШхВхТ): 16.2x53.5x8.3 мм</td></tr><tr><td>Вес, г</td><td>9г</td></tr><tr><td>Функции</td><td>Ответить/закончить разговор, ожидание/удержание вызова, голосовой набор, повтор последнего номера</td></tr><tr><td>Совместимость</td><td>широкая совместимость, по Bluetooth</td></tr><tr><td>Комплектация</td><td>Гарнитура, зарядное устройство, пособие пользователя</td></tr><tr><td>Другие функции</td><td>Крепление с заушиной</td></tr></tbody></table>  <br></div>  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Nokia BH-505";"garnitura-nokia-bh-505";"487";"";"20";"2008";"";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"1112_main_origin.jpg";"1";"";"Nokia BH-505 - легкая и удобная в использовании беспроводная стереогарнитура, позволяющая слушать музыку и другие аудиозаписи, а также принимать телефонные звонки, не занимая при этом руки.Дизайн Nokia BH-505 очень удобный и стильный, эту элегантную и легкую гарнитуру можно спокойно носить на шее. Подобрать подходящие наушники на свой вкус также может абсолютно любой пользователь.Разработчики предусмотрели в конструкции гарнитуры защиту от брызг, что делает Nokia BH-505 отличным решением для любителей активного отдыха. Прекрасное качество звука гарантировано даже при высоком шуме ветра, что обеспечено технологией цифровой обработки сигналов (DSP)  <br><div><br></div>  ";"<div><div><h3>Основные</h3><table><tbody><tr><td>Тип гарнитуры</td><td>Bluetooth</td></tr><tr><td>Спецификация Bluetooth</td><td>Bluetoooth 2.1 + EDRПрофили:(HSP) 1.0,(HFP) 1.5,(A2DP) 1.2,(AVRCP) 1.0</td></tr><tr><td>Максимальная дальность связи</td><td>10 м</td></tr><tr><td>Время работы от батареи: разговор/ожидание (ч)</td><td>в режиме разговора до 10 часов</td></tr><tr><td>Размер, мм</td><td>125 x 137 x 58,5</td></tr><tr><td>Вес, г</td><td>36 г</td></tr><tr><td>Функции</td><td>Управление музыкой и вызовами на гарнитуре: - Включение / выключение (включая спаривание); - Ответ / завершение вызова; - Воспроизведение / пауза; - Следующий трек / перемотка вперед, предыдущий трек / перемотка назад; -</td></tr><tr><td>Совместимость</td><td>Беспроводная стереогарнитура Nokia BH-505 совместима со следующими устройствами:Nokia 2323 classicNokia 5130 XpressMusicNokia 5230Nokia 5235 Вместе с музыкойNokia 5320 XpressMusicNokia 5730 XpressMusicNokia 5800 XpressMusicNokia 6085Nokia 6131N</td></tr><tr><td>Комплектация</td><td>Беспроводная стереогарнитура Nokia BH-505 Амбушюры-вкладыши Nokia размеров S, M и L (малый, средний и большой) Амбушюры для ушной раковины Nokia размеров S, M и L (малый, средний и большой) Дорожное зарядное устройство Nokia AC-3 Рук</td></tr><tr><td>Другие функции</td><td>Повторный набор последнего номера. Голосовой набор. Эта беспроводная стереогарнитура специально создана для активного образа жизни и предоставляет быстрый доступ к музыке и вызовам.</td></tr></tbody></table><br><div></div></div></div>  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung BHM1100 black";"garnitura-samsung-bhm1100-black";"188";"0";"4";"20030";"";"1";"1";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"1115_main_origin.jpg";"1";"";"Bluetooth-гарнитура Samsung ВНМ1100 black отличается элегантным исполнением и высоким качеством звука. Гарнитура оснащена системой подавления эха и окружающего шума. Даже если пользователь находится в шумном месте, например, в аэропорту или в транспорте, его собеседник будет слышать только голос, без посторонних шумов. Отличное качество звука гарантировано не только собеседнику, но и самому владельцу гарнитуры за счет системы автоматического изменения громкости динамика. В зависимости от условий гарнитура сама меняет уровень громкости для комфортного общения без необходимости ручной настройки. Светодиодный индикатор не только отражает статус гарнитуры, но и показывает заряд аккумулятора устройства  ";"<h3>Основные</h3><table><tbody><tr><td>Тип гарнитуры</td><td>Bluetooth</td></tr><tr><td>Спецификация Bluetooth</td><td>2,1</td></tr><tr><td>Максимальная дальность связи</td><td>10 м</td></tr><tr><td>Время работы от батареи: разговор/ожидание (ч)</td><td>7 часов в режиме разговора. 400 часов в режиме ожидания.</td></tr><tr><td>Размер, мм</td><td>18x52x10 мм</td></tr><tr><td>Вес, г</td><td>11 г</td></tr><tr><td>Функции</td><td>Ответить/закончить разговор, Ожидание/удержание вызова, Голосовой набор, Повтор последнего номера,автоматическая подстройка громкости, автоматическое парное соединение, цифровое шумо- и эхоподавление.</td></tr><tr><td>Совместимость</td><td>Samsung</td></tr></tbody></table>  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Jabra Bluetooth Headset  BT 2015";"komplekt-svobodnye-ruki-jabra-bluetooth-headset-bt-2015";"100";"0";"0";"200421";"Комплект свободные руки Jabra Bluetooth Headset  BT 2015";"1";"";"Jabra";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6224_main_origin.jpg";"2";"";"<ul><li> Беспроводной</li><li> В режиме разговора: до 7 часов</li><li> В режиме ожидания: до 200 часов</li></ul>";"<font>Бюджетная Bluetooth гарнитура выполнена в классическом дизайне. Данная разработка оснащена минимальным набором функций. Спецификации: Bluetooth 2.0/Hands-Free/Headset, максимальная дальность устойчивой связи составляет 10 метров от мобильного телефона; встроенный аккумулятор позволяет гарнитуре работать в режиме разговора до 7 часов, в режиме ожидания до 200 часов; вес устройства составляет 11 грамм.<br></font>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Jabra Bluetooth Headset  BT 2070";"komplekt-svobodnye-ruki-jabra-bluetooth-headset-bt-2070";"100";"0";"0";"200422";"Комплект свободные руки Jabra Bluetooth Headset  BT 2070";"1";"";"Jabra";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6225_main_origin.jpg";"2";"";"<ul><li> Беспроводной</li><li> В режиме разговора: до 5.5 часов</li><li> В режиме ожидания: до 200 часов</li></ul>";"<p><strong><font>Стильный способ разговора по телефону</font></strong></p><p><font>Гарнитура Jabra BT2070 имеет оригинальный внешний вид, рассчитанный на людей, желающих пробрести что-либо неординарное. Эта уникальная гарнитура с интригующим дизайном, сформированным на основе желтого круга с подсветкой, которая включается при поступлении входящих вызовов.</font></p><p><font>Характеристики BT2070 хороши настолько же, насколько оригинален ее дизайн; гарнитура обладает простыми функциональными возможностями и источником питания повышенной емкости. Простой 3-кнопочный интерфейс управления обеспечивает удобство подключения и управления гарнитурой. Начните работу с гарнитурой с автоматического установления соединения и прикоснитесь к кругу для разговора по телефону. Аккумулятор этой компактной гарнитуры имеет большую емкость, время работы гарнитуры впечатляет - ее можно использовать с удобством и комфортом на протяжении всего дня.</font></p><p><font>Оригинальный дизайн и высокое качество обеспечивают привлекательность беспроводной гарнитуры Jabra BT2070, предлагающей стильный способ разговоров по телефону.<br></font> <br> <br></p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Nokia Bluetooth Headset BH-104 Black";"komplekt-svobodnye-ruki-nokia-bluetooth-headset-bh-104-black";"100";"0";"0";"200423";"Комплект свободные руки Nokia Bluetooth Headset BH-104 Black";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6226_main_origin.jpg";"2";"";"<ul><li> Беспроводной</li><li> В режиме разговора: до 10 часов</li><li> В режиме ожидания: до 200 часов</li><li><i>Черный цвет</i></li></ul>";"<font>Nokia BH-104 идеально сочетает в себе отличные характеристики, дизайн и невысокую цену. Устройство обладает небольшими размерами: 48.2 x 22.7 x 16.35 мм, вес без дужки - тринадцать грамм. Гарнитура поддерживает профиль Bluetooth 2.1 c EDR. <br></font>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура  Nokia Headset Bluetooth BH-110 Black";"komplekt-svobodnye-ruki-nokia-headset-bluetooth-bh-110-black";"199";"0";"1";"200424";"Комплект свободные руки Nokia Headset Bluetooth BH-110 Black";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6227_main_origin.jpg";"1";"";"<ul><li> Беспроводной</li><li> В режиме разговора: до 6 часов</li></ul>";"<p><strong>Nokia BH-110 - гарнитура для каждого.</strong></p><p>Общайтесь в режиме свободные руки с этой Bluetooth-гарнитурой. Она удобна в использовании, и Вы можете разговаривать, не останавливаясь. Подключайте одну гарнитуру к служебному и домашнему телефону одновременно, ведь устройство оснащено усовершенствованным многоканальным разъемом. Компактный дизайн обеспечивает простоту использования - Вы получаете полный контроль только с помощью одной мультифункциональной кнопки, а благодаря отличному дизайну ушной петли и ушной вкладки Вы можете долго и комфортно разговаривать, где бы Вы не находились.</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Nokia Headset Bluetooth BH-110 White";"komplekt-svobodnye-ruki-nokia-headset-bluetooth-bh-110-white";"100";"0";"0";"200425";"Комплект свободные руки Nokia Headset Bluetooth BH-110 White";"1";"";"Nokia";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6228_main_origin.jpg";"2";"";"<ul><li> Беспроводной</li><li> В режиме разговора: до 6 часов</li></ul>";"<p><strong>Nokia BH-110 - гарнитура для каждого.</strong></p><p>Общайтесь в режиме свободные руки с этой Bluetooth-гарнитурой. Она удобна в использовании, и Вы можете разговаривать, не останавливаясь. Подключайте одну гарнитуру к служебному и домашнему телефону одновременно, ведь устройство оснащено усовершенствованным многоканальным разъемом. Компактный дизайн обеспечивает простоту использования - Вы получаете полный контроль только с помощью одной мультифункциональной кнопки, а благодаря отличному дизайну ушной петли и ушной вкладки Вы можете долго и комфортно разговаривать, где бы Вы не находились.</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung AWEP460EBEGSEK Black Bluetooth Headset";"komplekt-svobodnye-ruki-samsung-awep460ebegsek-black-bluetooth-headset";"100";"0";"0";"200426";"Комплект свободные руки Samsung AWEP460EBEGSEK Black Bluetooth Headset";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6229_main_origin.jpg";"2";"";"<ul><li> Беспроводная</li><li> В режиме разговора: 8 часов</li><li> В режиме ожидания: 180 часов</li></ul>";"<p>Блютус гарнитура. Bluetooth 2.0+EDR<br>Время работы от батареи: В режиме разговора: до 8 часов<br>В режиме ожидания: до 180 часов<br>Вес: 12 гр</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура  Samsung BHM1200EBEGSEK Black";"komplekt-svobodnye-ruki-samsung-bhm1200ebegsek-black";"100";"0";"0";"200427";"Комплект свободные руки Samsung BHM1200EBEGSEK Black";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"6230_main_origin.jpg";"2";"6230_0.jpg|6230_1.jpg";"<ul><li> Беспроводная</li><li> В режиме разговора: 8 часов</li><li> В режиме ожидания: 300 часов</li></ul>";"<p>Bluetooth-моногарнитура <strong>HM1200 </strong>- это сочетание удобства, простоты и качества. Она отличается удобством в управлении и компактным стильным дизайном. При этом модель обеспечивает высочайшую четкость передачи голоса, которой славятся гарнитуры Samsung.</p><p><strong>Дизайн</strong><br>Гарнитура HM1200 отлично выглядит и проста в использовании. Светодиодный индикатор заряда батареи и отдельная кнопка включения/выключения помогают продлить время работы гарнитуры от аккумулятора.</p><p><strong>Технология Multipoint</strong><br>Благодаря технологии Multipoint гарнитуру HM1200 можно связать с двумя Bluetooth-телефонами одновременно. Это очень пригодится тем пользователям, которые пользуются двумя телефонами.</p><p><strong>Активное подключение</strong><br>Функция активного подключения (Active Pairing) позволяет гарнитуре автоматически устанавливать соединение с другими Bluetooth-устройствами.</p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Гарнитура Samsung BHM 1200 black";"garnitura-samsung-bhm-1200-black";"21,6";"0";"1";"200931";"";"1";"";"Samsung";"Телефония, МР3-плееры, GPS/Телефоны/Bluetooth гарнитуры";"";"14190_main_origin.jpg";"2";"";"<p>&nbsp;</p>
<table id=""decoratedTable0"" class=""decorated-table"">
<tbody>
<tr class=""odd"">
<td>Тип гарнитуры</td>
<td class=""last"">Bluetooth</td>
</tr>
<tr class=""even"">
<td>Спецификация Bluetooth</td>
<td class=""last"">3</td>
</tr>
<tr class=""odd"">
<td>Функции</td>
<td class=""last"">Ответить/закончить разговор, Ожидание/удержание вызова, Голосовой набор, Повтор последнего номера,автоматическая подстройка громкости, автоматическое парное соединение, цифровое шумо- и эхоподавление.</td>
</tr>
<tr class=""even"">
<td>Совместимость</td>
<td class=""last"">Samsung</td>
</tr>
</tbody>
</table>";"<p><span>Bluetooth-моногарнитура HM1200 - это сочетание удобства, простоты и качества. Она отличается удобством в управлении и компактным стильным дизайном. При этом модель обеспечивает высочайшую четкость передачи голоса, которой славятся гарнитуры Samsung</span></p>";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
